Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2016","Syphilis, primary and secondary, Cum 2016, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag",Location 1,Location 2
HAWAII,2016,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,2,,6,,61,,70,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""HAWAII"",""zip"":""""}', 'latitude': '21.30992', 'longitude': '-157.858158', 'needs_recoding': False}",
OREGON,2016,43,,-,0,,1,,1,,,-,,-,0,,1,,3,,6,,4,,6,,15,,266,,288,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OREGON"",""zip"":""""}', 'latitude': '44.567912', 'longitude': '-120.156945', 'needs_recoding': False}",
WASHINGTON,2016,43,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,4,,6,,13,,223,,368,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WASHINGTON"",""zip"":""""}', 'latitude': '47.517368', 'longitude': '-120.467672', 'needs_recoding': False}",
AMER. SAMOA,2016,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""AMER. SAMOA"",""zip"":""""}', 'needs_recoding': False}",
C.N.M.I.,2016,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""C.N.M.I."",""zip"":""""}', 'needs_recoding': False}",
GUAM,2016,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""GUAM"",""zip"":""""}', 'latitude': '13.3532', 'longitude': '144.653198', 'needs_recoding': False}",
PUERTO RICO,2016,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,5,,9,,26,,380,,441,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""PUERTO RICO"",""zip"":""""}', 'latitude': '18.215692', 'longitude': '-66.414655', 'needs_recoding': False}",
VIRGIN ISL.,2016,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VIRGIN ISL."",""zip"":""""}', 'needs_recoding': False}",
UNITED STATES,2016,44,1,,2,,11,,126,,177,,11,,52,,322,,3335,,3525,,100,,487,,581,,20156,,20064,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
NEW ENGLAND,2016,44,,-,0,,0,,,-,2,,,-,0,,2,,8,,14,,,-,13,,25,,543,,554,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
CONNECTICUT,2016,44,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,,-,1,,4,,46,,81,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""CONNECTICUT"",""zip"":""""}', 'latitude': '41.544654', 'longitude': '-72.651713', 'needs_recoding': False}",
MAINE,2016,44,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,1,,4,,35,,25,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MAINE"",""zip"":""""}', 'latitude': '45.252223', 'longitude': '-68.986647', 'needs_recoding': False}",
MASSACHUSETTS,2016,44,,-,0,,0,,,-,1,,,-,0,,1,,4,,9,,,-,8,,18,,339,,342,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MASSACHUSETTS"",""zip"":""""}', 'latitude': '42.268546', 'longitude': '-72.085064', 'needs_recoding': False}",
NEW HAMPSHIRE,2016,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,11,,45,,34,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW HAMPSHIRE"",""zip"":""""}', 'latitude': '43.657736', 'longitude': '-71.500736', 'needs_recoding': False}",
RHODE ISLAND,2016,44,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,1,,7,,60,,65,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""RHODE ISLAND"",""zip"":""""}', 'latitude': '41.707447', 'longitude': '-71.522488', 'needs_recoding': False}",
VERMONT,2016,44,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,3,,18,,7,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VERMONT"",""zip"":""""}', 'latitude': '43.622479', 'longitude': '-72.51927', 'needs_recoding': False}",
MID. ATLANTIC,2016,44,,-,0,,1,,10,,6,,1,,2,,12,,106,,107,,16,,67,,101,,2813,,2449,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
NEW JERSEY,2016,44,,-,0,,1,,1,,1,,,-,1,,7,,54,,61,,,-,8,,17,,334,,303,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW JERSEY"",""zip"":""""}', 'latitude': '40.104655', 'longitude': '-74.386686', 'needs_recoding': False}",
NEW YORK,2016,44,,-,0,,1,,7,,5,,,-,0,,2,,15,,27,,10,,10,,46,,409,,371,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW YORK"",""zip"":""""}', 'latitude': '42.826892', 'longitude': '-75.544286', 'needs_recoding': False}",
NEW YORK CITY,2016,44,,-,0,,0,,,-,,-,1,,0,,3,,19,,4,,4,,34,,45,,1429,,1226,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW YORK CITY"",""zip"":""""}', 'needs_recoding': False}",
PENNSYLVANIA,2016,44,,-,0,,1,,2,,,-,,-,0,,3,,18,,15,,2,,15,,24,,641,,549,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""PENNSYLVANIA"",""zip"":""""}', 'latitude': '40.789676', 'longitude': '-77.858055', 'needs_recoding': False}",
E.N. CENTRAL,2016,44,,-,0,,2,,5,,2,,,-,1,,13,,115,,97,,2,,45,,58,,1758,,2049,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ILLINOIS,2016,44,,-,0,,1,,1,,1,,,-,0,,7,,52,,49,,,-,15,,32,,583,,900,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ILLINOIS"",""zip"":""""}', 'latitude': '40.477092', 'longitude': '-88.993221', 'needs_recoding': False}",
INDIANA,2016,44,,-,0,,0,,,-,,-,,-,0,,4,,28,,30,,2,,6,,12,,268,,262,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""INDIANA"",""zip"":""""}', 'latitude': '39.76845', 'longitude': '-86.156212', 'needs_recoding': False}",
MICHIGAN,2016,44,,-,0,,1,,2,,,-,,-,0,,1,,3,,2,,,-,6,,11,,251,,348,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MICHIGAN"",""zip"":""""}', 'latitude': '44.66399', 'longitude': '-84.711206', 'needs_recoding': False}",
OHIO,2016,44,,-,0,,1,,2,,1,,,-,0,,4,,21,,11,,,-,13,,22,,552,,469,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OHIO"",""zip"":""""}', 'latitude': '40.056807', 'longitude': '-82.405897', 'needs_recoding': False}",
WISCONSIN,2016,44,,-,0,,0,,,-,,-,,-,0,,2,,11,,5,,,-,2,,6,,104,,70,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WISCONSIN"",""zip"":""""}', 'latitude': '44.395526', 'longitude': '-89.834513', 'needs_recoding': False}",
W.N. CENTRAL,2016,44,,-,0,,2,,12,,10,,1,,8,,30,,475,,498,,6,,17,,32,,792,,671,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
IOWA,2016,44,,-,0,,0,,,-,,-,,-,0,,2,,11,,8,,,-,1,,3,,58,,67,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""IOWA"",""zip"":""""}', 'latitude': '42.46942', 'longitude': '-93.815856', 'needs_recoding': False}",
KANSAS,2016,44,,-,0,,1,,2,,1,,,-,1,,10,,109,,144,,,-,2,,6,,97,,80,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""KANSAS"",""zip"":""""}', 'latitude': '38.345528', 'longitude': '-98.201847', 'needs_recoding': False}",
MINNESOTA,2016,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,10,,2,,5,,11,,229,,199,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MINNESOTA"",""zip"":""""}', 'latitude': '46.357661', 'longitude': '-94.793397', 'needs_recoding': False}",
MISSOURI,2016,44,,-,0,,1,,8,,4,,1,,5,,23,,327,,309,,3,,7,,16,,319,,249,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MISSOURI"",""zip"":""""}', 'latitude': '38.636168', 'longitude': '-92.566292', 'needs_recoding': False}",
NEBRASKA,2016,44,,-,0,,1,,1,,4,,,-,0,,4,,22,,20,,1,,1,,6,,52,,34,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEBRASKA"",""zip"":""""}', 'latitude': '41.640503', 'longitude': '-99.367122', 'needs_recoding': False}",
NORTH DAKOTA,2016,44,,-,0,,0,,,-,,-,,-,0,,1,,1,,6,,,-,0,,3,,25,,9,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NORTH DAKOTA"",""zip"":""""}', 'latitude': '47.475879', 'longitude': '-100.121011', 'needs_recoding': False}",
SOUTH DAKOTA,2016,44,,-,0,,1,,1,,1,,,-,0,,2,,5,,1,,,-,0,,2,,12,,33,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""SOUTH DAKOTA"",""zip"":""""}', 'latitude': '44.35371', 'longitude': '-100.373709', 'needs_recoding': False}",
S. ATLANTIC,2016,44,,-,1,,10,,65,,116,,2,,11,,42,,717,,792,,13,,121,,164,,4908,,5085,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
DELAWARE,2016,44,,-,0,,0,,,-,,-,,-,0,,3,,10,,17,,,-,0,,7,,51,,38,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""DELAWARE"",""zip"":""""}', 'latitude': '39.008676', 'longitude': '-75.574561', 'needs_recoding': False}",
DIST. OF COL.,2016,44,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,,-,1,,7,,83,,85,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""DIST. OF COL."",""zip"":""""}', 'needs_recoding': False}",
FLORIDA,2016,44,,-,0,,1,,4,,,-,1,,0,,2,,14,,18,,1,,44,,66,,1886,,1731,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""FLORIDA"",""zip"":""""}', 'latitude': '28.915325', 'longitude': '-81.922409', 'needs_recoding': False}",
GEORGIA,2016,44,,-,1,,8,,51,,106,,,-,0,,0,,,-,,-,1,,25,,50,,1058,,1232,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""GEORGIA"",""zip"":""""}', 'latitude': '32.836038', 'longitude': '-83.631709', 'needs_recoding': False}",
MARYLAND,2016,44,,-,0,,1,,3,,,-,,-,0,,5,,37,,4,,,-,8,,22,,372,,435,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MARYLAND"",""zip"":""""}', 'latitude': '39.290443', 'longitude': '-76.612333', 'needs_recoding': False}",
NORTH CAROLINA,2016,44,,-,0,,2,,4,,5,,,-,6,,27,,360,,424,,,-,20,,41,,807,,1002,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NORTH CAROLINA"",""zip"":""""}', 'latitude': '35.47995', 'longitude': '-79.180571', 'needs_recoding': False}",
SOUTH CAROLINA,2016,44,,-,0,,1,,1,,2,,,-,0,,2,,23,,44,,11,,6,,15,,273,,236,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""SOUTH CAROLINA"",""zip"":""""}', 'latitude': '34.009286', 'longitude': '-81.037094', 'needs_recoding': False}",
VIRGINIA,2016,44,,-,0,,1,,1,,3,,1,,4,,19,,262,,277,,,-,6,,41,,332,,284,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VIRGINIA"",""zip"":""""}', 'latitude': '37.542699', 'longitude': '-78.45822', 'needs_recoding': False}",
WEST VIRGINIA,2016,44,,-,0,,0,,,-,,-,,-,0,,2,,9,,8,,,-,1,,4,,46,,42,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WEST VIRGINIA"",""zip"":""""}', 'latitude': '38.668501', 'longitude': '-80.709421', 'needs_recoding': False}",
E.S. CENTRAL,2016,44,,-,0,,4,,14,,18,,7,,19,,65,,1140,,1061,,,-,19,,38,,822,,828,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ALABAMA,2016,44,,-,0,,1,,4,,1,,4,,6,,24,,396,,275,,,-,5,,14,,186,,227,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ALABAMA"",""zip"":""""}', 'latitude': '32.839182', 'longitude': '-86.631125', 'needs_recoding': False}",
KENTUCKY,2016,44,,-,0,,2,,6,,,-,1,,2,,11,,134,,126,,,-,3,,12,,147,,119,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""KENTUCKY"",""zip"":""""}', 'latitude': '37.64591', 'longitude': '-84.774043', 'needs_recoding': False}",
MISSISSIPPI,2016,44,,-,0,,1,,,-,3,,,-,1,,7,,78,,92,,,-,5,,13,,234,,185,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MISSISSIPPI"",""zip"":""""}', 'latitude': '32.738663', 'longitude': '-89.537312', 'needs_recoding': False}",
TENNESSEE,2016,44,,-,0,,1,,4,,14,,2,,9,,40,,532,,568,,,-,6,,15,,255,,297,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""TENNESSEE"",""zip"":""""}', 'latitude': '35.681402', 'longitude': '-85.774444', 'needs_recoding': False}",
W.S. CENTRAL,2016,44,1,,0,,7,,8,,6,,,-,9,,307,,743,,910,,36,,54,,75,,2385,,2284,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ARKANSAS,2016,44,,-,0,,1,,5,,3,,,-,8,,75,,687,,825,,,-,3,,10,,110,,104,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ARKANSAS"",""zip"":""""}', 'latitude': '34.748745', 'longitude': '-92.275105', 'needs_recoding': False}",
LOUISIANA,2016,44,,-,0,,0,,,-,1,,,-,0,,2,,,-,12,,1,,13,,38,,491,,569,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""LOUISIANA"",""zip"":""""}', 'latitude': '31.2931', 'longitude': '-92.463284', 'needs_recoding': False}",
OKLAHOMA,2016,44,1,,0,,7,,1,,,-,,-,0,,275,,3,,25,,,-,4,,12,,162,,172,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OKLAHOMA"",""zip"":""""}', 'latitude': '35.468494', 'longitude': '-97.521264', 'needs_recoding': False}",
TEXAS,2016,44,,-,0,,1,,2,,2,,,-,1,,6,,53,,48,,35,,37,,51,,1622,,1439,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""TEXAS"",""zip"":""""}', 'latitude': '31.827233', 'longitude': '-99.423022', 'needs_recoding': False}",
MOUNTAIN,2016,44,,-,0,,2,,10,,17,,,-,0,,3,,20,,30,,4,,30,,43,,1302,,1192,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ARIZONA,2016,44,,-,0,,2,,7,,10,,,-,0,,2,,11,,7,,1,,12,,20,,514,,499,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ARIZONA"",""zip"":""""}', 'latitude': '34.869712', 'longitude': '-111.760902', 'needs_recoding': False}",
COLORADO,2016,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,7,,1,,5,,9,,199,,203,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""COLORADO"",""zip"":""""}', 'latitude': '38.841772', 'longitude': '-106.132562', 'needs_recoding': False}",
IDAHO,2016,44,,-,0,,1,,3,,,-,,-,0,,1,,4,,3,,,-,1,,5,,34,,42,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""IDAHO"",""zip"":""""}', 'latitude': '43.680635', 'longitude': '-114.364237', 'needs_recoding': False}",
MONTANA,2016,44,,-,0,,0,,,-,5,,,-,0,,1,,4,,4,,,-,0,,2,,17,,10,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MONTANA"",""zip"":""""}', 'latitude': '47.062617', 'longitude': '-109.430168', 'needs_recoding': False}",
NEVADA,2016,44,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,2,,7,,15,,327,,284,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEVADA"",""zip"":""""}', 'latitude': '39.491833', 'longitude': '-117.070159', 'needs_recoding': False}",
NEW MEXICO,2016,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,3,,10,,138,,97,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW MEXICO"",""zip"":""""}', 'latitude': '34.520396', 'longitude': '-106.244402', 'needs_recoding': False}",
UTAH,2016,44,,-,0,,0,,,-,1,,,-,0,,0,,,-,6,,,-,1,,6,,70,,53,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""UTAH"",""zip"":""""}', 'latitude': '39.359772', 'longitude': '-111.584173', 'needs_recoding': False}",
WYOMING,2016,44,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,3,,4,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WYOMING"",""zip"":""""}', 'latitude': '43.23558', 'longitude': '-108.110518', 'needs_recoding': False}",
PACIFIC,2016,44,,-,0,,1,,2,,,-,,-,0,,4,,11,,16,,23,,112,,146,,4833,,4952,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ALASKA,2016,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,3,,8,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ALASKA"",""zip"":""""}', 'latitude': '64.836661', 'longitude': '-147.738891', 'needs_recoding': False}",
CALIFORNIA,2016,44,,-,0,,1,,1,,,-,,-,0,,1,,8,,10,,18,,99,,128,,4268,,4207,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""CALIFORNIA"",""zip"":""""}', 'latitude': '37.640735', 'longitude': '-121.002435', 'needs_recoding': False}",
HAWAII,2016,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,64,,72,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""HAWAII"",""zip"":""""}', 'latitude': '21.30992', 'longitude': '-157.858158', 'needs_recoding': False}",
OREGON,2016,44,,-,0,,1,,1,,,-,,-,0,,1,,3,,6,,1,,6,,15,,271,,291,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OREGON"",""zip"":""""}', 'latitude': '44.567912', 'longitude': '-120.156945', 'needs_recoding': False}",
WASHINGTON,2016,44,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,4,,6,,13,,227,,374,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WASHINGTON"",""zip"":""""}', 'latitude': '47.517368', 'longitude': '-120.467672', 'needs_recoding': False}",
AMER. SAMOA,2016,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""AMER. SAMOA"",""zip"":""""}', 'needs_recoding': False}",
C.N.M.I.,2016,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""C.N.M.I."",""zip"":""""}', 'needs_recoding': False}",
GUAM,2016,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""GUAM"",""zip"":""""}', 'latitude': '13.3532', 'longitude': '144.653198', 'needs_recoding': False}",
PUERTO RICO,2016,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,3,,9,,26,,386,,453,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""PUERTO RICO"",""zip"":""""}', 'latitude': '18.215692', 'longitude': '-66.414655', 'needs_recoding': False}",
VIRGIN ISL.,2016,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VIRGIN ISL."",""zip"":""""}', 'needs_recoding': False}",
UNITED STATES,2016,45,,-,2,,11,,131,,178,,5,,53,,322,,3389,,3553,,86,,496,,581,,20828,,20491,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
NEW ENGLAND,2016,45,,-,0,,0,,,-,2,,,-,0,,2,,8,,15,,,-,13,,25,,556,,567,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
CONNECTICUT,2016,45,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,,-,1,,4,,58,,83,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""CONNECTICUT"",""zip"":""""}', 'latitude': '41.544654', 'longitude': '-72.651713', 'needs_recoding': False}",
MAINE,2016,45,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,1,,4,,35,,25,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MAINE"",""zip"":""""}', 'latitude': '45.252223', 'longitude': '-68.986647', 'needs_recoding': False}",
MASSACHUSETTS,2016,45,,-,0,,0,,,-,1,,,-,0,,1,,4,,10,,,-,8,,18,,339,,350,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MASSACHUSETTS"",""zip"":""""}', 'latitude': '42.268546', 'longitude': '-72.085064', 'needs_recoding': False}",
NEW HAMPSHIRE,2016,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,11,,46,,35,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW HAMPSHIRE"",""zip"":""""}', 'latitude': '43.657736', 'longitude': '-71.500736', 'needs_recoding': False}",
RHODE ISLAND,2016,45,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,1,,7,,60,,67,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""RHODE ISLAND"",""zip"":""""}', 'latitude': '41.707447', 'longitude': '-71.522488', 'needs_recoding': False}",
VERMONT,2016,45,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,3,,18,,7,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VERMONT"",""zip"":""""}', 'latitude': '43.622479', 'longitude': '-72.51927', 'needs_recoding': False}",
MID. ATLANTIC,2016,45,,-,0,,1,,10,,6,,2,,2,,12,,108,,109,,16,,67,,101,,2853,,2509,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
NEW JERSEY,2016,45,,-,0,,1,,1,,1,,,-,0,,7,,54,,62,,,-,8,,17,,341,,307,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW JERSEY"",""zip"":""""}', 'latitude': '40.104655', 'longitude': '-74.386686', 'needs_recoding': False}",
NEW YORK,2016,45,,-,0,,1,,7,,5,,1,,0,,2,,16,,28,,12,,10,,46,,422,,379,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW YORK"",""zip"":""""}', 'latitude': '42.826892', 'longitude': '-75.544286', 'needs_recoding': False}",
NEW YORK CITY,2016,45,,-,0,,0,,,-,,-,1,,0,,3,,20,,4,,1,,34,,45,,1439,,1260,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW YORK CITY"",""zip"":""""}', 'needs_recoding': False}",
PENNSYLVANIA,2016,45,,-,0,,1,,2,,,-,,-,0,,3,,18,,15,,3,,15,,24,,651,,563,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""PENNSYLVANIA"",""zip"":""""}', 'latitude': '40.789676', 'longitude': '-77.858055', 'needs_recoding': False}",
E.N. CENTRAL,2016,45,,-,0,,2,,5,,2,,,-,2,,13,,119,,97,,3,,45,,58,,1812,,2096,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ILLINOIS,2016,45,,-,0,,1,,1,,1,,,-,0,,7,,53,,49,,1,,15,,32,,597,,922,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ILLINOIS"",""zip"":""""}', 'latitude': '40.477092', 'longitude': '-88.993221', 'needs_recoding': False}",
INDIANA,2016,45,,-,0,,0,,,-,,-,,-,0,,4,,29,,30,,1,,6,,12,,275,,266,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""INDIANA"",""zip"":""""}', 'latitude': '39.76845', 'longitude': '-86.156212', 'needs_recoding': False}",
MICHIGAN,2016,45,,-,0,,1,,2,,,-,,-,0,,1,,3,,2,,,-,6,,11,,264,,356,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MICHIGAN"",""zip"":""""}', 'latitude': '44.66399', 'longitude': '-84.711206', 'needs_recoding': False}",
OHIO,2016,45,,-,0,,1,,2,,1,,,-,0,,4,,22,,11,,1,,13,,22,,570,,481,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OHIO"",""zip"":""""}', 'latitude': '40.056807', 'longitude': '-82.405897', 'needs_recoding': False}",
WISCONSIN,2016,45,,-,0,,0,,,-,,-,,-,0,,2,,12,,5,,,-,2,,6,,106,,71,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WISCONSIN"",""zip"":""""}', 'latitude': '44.395526', 'longitude': '-89.834513', 'needs_recoding': False}",
W.N. CENTRAL,2016,45,,-,0,,2,,11,,10,,,-,8,,29,,483,,501,,,-,18,,32,,819,,686,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
